2148,Adhere,v. i.,"To hold, be attached, or devoted; to remain fixed, either by personal union or conformity of faith, principle, or opinion; as, men adhere to a party, a cause, a leader, a church."
2149,Adhere,v. i.,To be consistent or coherent; to be in accordance; to agree.
2150,Adherence,n.,The quality or state of adhering.
2151,Adherence,n.,"The state of being fixed in attachment; fidelity; steady attachment; adhesion; as, adherence to a party or to opinions."
2152,Adherency,n.,The state or quality of being adherent; adherence.
2153,Adherency,n.,That which adheres.
2154,Adherent,a.,Sticking; clinging; adhering.
2155,Adherent,a.,Attached as an attribute or circumstance.
2156,Adherent,a.,"Congenitally united with an organ of another kind, as calyx with ovary, or stamens with petals."
2157,Adherent,n.,"One who adheres; one who adheres; one who follows a leader, party, or profession; a follower, or partisan; a believer in a particular faith or church."
2158,Adherent,n.,That which adheres; an appendage.
2159,Adherently,adv.,In an adherent manner.
2160,Adherer,n.,One who adheres; an adherent.
2161,Adhesion,n.,"The action of sticking; the state of being attached; intimate union; as, the adhesion of glue, or of parts united by growth, cement, or the like."
2162,Adhesion,n.,"Adherence; steady or firm attachment; fidelity; as, adhesion to error, to a policy."
2163,Adhesion,n.,Agreement to adhere; concurrence; assent.
2164,Adhesion,n.,The molecular attraction exerted between bodies in contact. See Cohesion.
2165,Adhesion,n.,"Union of surface, normally separate, by the formation of new tissue resulting from an inflammatory process."
2166,Adhesion,n.,"The union of parts which are separate in other plants, or in younger states of the same plant."
2167,Adhesive,a.,"Sticky; tenacious, as glutinous substances."
2168,Adhesive,a.,Apt or tending to adhere; clinging.
2169,Adhesively,adv.,In an adhesive manner.
2170,Adhesiveness,n.,The quality of sticking or adhering; stickiness; tenacity of union.
2171,Adhesiveness,n.,"Propensity to form and maintain attachments to persons, and to promote social intercourse."
2172,Adhibit,v. t.,"To admit, as a person or thing; to take in."
2173,Adhibit,v. t.,To use or apply; to administer.
2174,Adhibit,v. t.,To attach; to affix.
2175,Adhibition,n.,The act of adhibiting; application; use.
2176,Ad hominem,,"A phrase applied to an appeal or argument addressed to the principles, interests, or passions of a man."
2177,Adhort,v. t.,To exhort; to advise.
2178,Adhortation,n.,Advice; exhortation.
2179,Adhortatory,a.,Containing counsel or warning; hortatory; advisory.
2180,Adiabatic,a.,Not giving out or receiving heat.
2181,Adiactinic,a.,Not transmitting the actinic rays.
2182,Adiantum,n.,"A genus of ferns, the leaves of which shed water; maidenhair. Also, the black maidenhair, a species of spleenwort."
2183,Adiaphorism,n.,Religious indifference.
2184,Adiaphorist,n.,"One of the German Protestants who, with Melanchthon, held some opinions and ceremonies to be indifferent or nonessential, which Luther condemned as sinful or heretical."
2185,Adiaphoristic,a.,Pertaining to matters indifferent in faith and practice.
2186,Adiaphorite,n.,Same as Adiaphorist.
2187,Adiaphorous,a.,Indifferent or neutral.
2188,Adiaphorous,a.,"Incapable of doing either harm or good, as some medicines."
2189,Adiaphory,n.,Indifference.
2190,Adiathermic,a.,Not pervious to heat.
2191,Adieu,interj. & adv.,Good-by; farewell; an expression of kind wishes at parting.
2192,Adieus,pl. ,of Adieu
2193,Adieu,n.,A farewell; commendation to the care of God at parting.
2194,Adight,p. p.,of Adight
2195,Adight,v. t.,"To set in order; to array; to attire; to deck, to dress."
2196,Ad infinitum,,Without limit; endlessly.
2197,Ad interim,,Meanwhile; temporary.
2198,Adipescent,a.,Becoming fatty.
2199,Adipic,a.,"Pertaining to, or derived from, fatty or oily substances; -- applied to certain acids obtained from fats by the action of nitric acid."
2200,Adipocerate,v. t.,To convert into adipocere.
2201,Adipoceration,n.,The act or process of changing into adipocere.
2202,Adipocere,n.,"A soft, unctuous, or waxy substance, of a light brown color, into which the fat and muscle tissue of dead bodies sometimes are converted, by long immersion in water or by burial in moist places. It is a result of fatty degeneration."
2203,Adipoceriform,a.,"Having the form or appearance of adipocere; as, an adipoceriform tumor."
2204,Adipocerous,a.,Like adipocere.
2205,Adipose,a.,Of or pertaining to animal fat; fatty.
2206,Adiposeness,n.,Alt. of Adiposity
2207,Adiposity,n.,The state of being fat; fatness.
2208,Adipous,a.,Fatty; adipose.
2209,Adipsous,a.,"Quenching thirst, as certain fruits."
2210,Adipsy,n.,Absence of thirst.
2211,Adit,n.,"An entrance or passage. Specifically: The nearly horizontal opening by which a mine is entered, or by which water and ores are carried away; -- called also drift and tunnel."
2212,Adit,n.,Admission; approach; access.
2213,Adjacence,,Alt. of Adjacency
2214,Adjacency,,"The state of being adjacent or contiguous; contiguity; as, the adjacency of lands or buildings."
2215,Adjacency,,That which is adjacent.
2216,Adjacent,a.,"Lying near, close, or contiguous; neighboring; bordering on; as, a field adjacent to the highway."
2217,Adjacent,n.,That which is adjacent.
2218,Adjacently,adv.,So as to be adjacent.
2219,Adject,v. t.,To add or annex; to join.
2220,Adjection,n.,"The act or mode of adding; also, the thing added."
2221,Adjectional,a.,"Pertaining to adjection; that is, or may be, annexed."
2222,Adjectitious,,Added; additional.
2223,Adjectival,a.,Of or relating to the relating to the adjective; of the nature of an adjective; adjective.
2224,Adjectivally,adv.,"As, or in the manner of, an adjective; adjectively."
2225,Adjective,n.,"Added to a substantive as an attribute; of the nature of an adjunct; as, an adjective word or sentence."
2226,Adjective,n.,Not standing by itself; dependent.
2227,Adjective,n.,Relating to procedure.
2228,Adjective,n.,"A word used with a noun, or substantive, to express a quality of the thing named, or something attributed to it, or to limit or define it, or to specify or describe a thing, as distinct from something else. Thus, in phrase, ""a wise ruler,"" wise is the adjective, expressing a property of ruler."
2229,Adjective,n.,A dependent; an accessory.
2230,Adjectived,imp. & p. p.,of Adjective
2231,Adjectiving,p. pr. & vb. n.,of Adjective
2232,Adjective,v. t.,To make an adjective of; to form or change into an adjective.
2233,Adjectively,adv.,"In the manner of an adjective; as, a word used adjectively."
2234,Adjoined,imp. & p. p.,of Adjoin
2235,Adjoining,p. pr. & vb. n.,of Adjoin
2236,Adjoin,v. t.,To join or unite to; to lie contiguous to; to be in contact with; to attach; to append.
2237,Adjoin,v. i.,"To lie or be next, or in contact; to be contiguous; as, the houses adjoin."
2238,Adjoin,v. i.,To join one's self.
2239,Adjoinant,a.,Contiguous.
2240,Adjoining,a.,"Joining to; contiguous; adjacent; as, an adjoining room."
2241,Adjoint,n.,An adjunct; a helper.
2242,Adjourned,imp. & p. p.,of Adjourn
2243,Adjourning,p. pr. & vb. n.,of Adjourn
2244,Adjourn,v. t.,"To put off or defer to another day, or indefinitely; to postpone; to close or suspend for the day; -- commonly said of the meeting, or the action, of convened body; as, to adjourn the meeting; to adjourn a debate."
2245,Adjourn,v. i.,"To suspend business for a time, as from one day to another, or for a longer period, or indefinitely; usually, to suspend public business, as of legislatures and courts, or other convened bodies; as, congress adjourned at four o'clock; the court adjourned without day."
2246,Adjournal,n.,Adjournment; postponement.
2247,Adjournment,n.,"The act of adjourning; the putting off till another day or time specified, or without day."
2248,Adjournment,n.,The time or interval during which a public body adjourns its sittings or postpones business.
2249,Adjudged,imp. & p. p.,of Adjudge
2250,Adjudging,p. pr. & vb. n.,of Adjudge
2251,Adjudge,v. t.,"To award judicially in the case of a controverted question; as, the prize was adjudged to the victor."
2252,Adjudge,v. t.,"To determine in the exercise of judicial power; to decide or award judicially; to adjudicate; as, the case was adjudged in the November term."
2253,Adjudge,v. t.,To sentence; to condemn.
2254,Adjudge,v. t.,To regard or hold; to judge; to deem.
2255,Adjudger,n.,One who adjudges.
2256,Adjudgment,n.,The act of adjudging; judicial decision; adjudication.
2257,Adjudicated,imp. & p. p.,of Adjudicate
2258,Adjudicating,p. pr. & vb. n.,of Adjudicate
2259,Adjudicate,v. t.,"To adjudge; to try and determine, as a court; to settle by judicial decree."
2260,Adjudicate,v. i.,"To come to a judicial decision; as, the court adjudicated upon the case."
2261,Adjudication,n.,The act of adjudicating; the act or process of trying and determining judicially.
2262,Adjudication,n.,A deliberate determination by the judicial power; a judicial decision or sentence.
2263,Adjudication,n.,The decision upon the question whether the debtor is a bankrupt.
2264,Adjudication,n.,A process by which land is attached security or in satisfaction of a debt.
2265,Adjudicative,a.,Adjudicating.
2266,Adjudicator,n.,One who adjudicates.
2267,Adjudicature,n.,Adjudication.
2268,Adjugate,v. t.,To yoke to.
2269,Adjument,n.,"Help; support; also, a helper."
2270,Adjuvant,n.,A substance added to an immunogenic agent to enhance the production of antibodies.
2271,Adjuvant,n.,A substance added to a formulation of a drug which enhances the effect of the active ingredient.
2272,Adjunct,a.,Conjoined; attending; consequent.
2273,Adjunct,n.,"Something joined or added to another thing, but not essentially a part of it."
2274,Adjunct,n.,A person joined to another in some duty or service; a colleague; an associate.
2275,Adjunct,n.,"A word or words added to quality or amplify the force of other words; as, the History of the American Revolution, where the words in italics are the adjunct or adjuncts of ""History."""
2276,Adjunct,n.,"A quality or property of the body or the mind, whether natural or acquired; as, color, in the body, judgment in the mind."
2277,Adjunct,n.,"A key or scale closely related to another as principal; a relative or attendant key. [R.] See Attendant keys, under Attendant, a."
2278,Adjunction,n.,The act of joining; the thing joined or added.
2279,Adjunctive,a.,Joining; having the quality of joining; forming an adjunct.
2280,Adjunctive,n.,"One who, or that which, is joined."
2281,Adjunctively,adv.,In an adjunctive manner.
2282,Adjunctly,adv.,By way of addition or adjunct; in connection with.
2283,Adjuration,n.,"The act of adjuring; a solemn charging on oath, or under the penalty of a curse; an earnest appeal."
2284,Adjuration,n.,The form of oath or appeal.
2285,Adjuratory,a.,Containing an adjuration.
2286,Adjured,imp. & p. p.,of Adjure
2287,Adjuring,p. pr. & vb. n.,of Adjure
2288,Adjure,v. t.,"To charge, bind, or command, solemnly, as if under oath, or under the penalty of a curse; to appeal to in the most solemn or impressive manner; to entreat earnestly."
2289,Adjurer,n.,One who adjures.
2290,Adjusted,imp. & p. p.,of Adjust
2291,Adjusting,p. pr. & vb. n.,of Adjust
2292,Adjust,v. t.,"To make exact; to fit; to make correspondent or conformable; to bring into proper relations; as, to adjust a garment to the body, or things to a standard."
2293,Adjust,v. t.,"To put in order; to regulate, or reduce to system."
2294,Adjust,v. t.,"To settle or bring to a satisfactory state, so that parties are agreed in the result; as, to adjust accounts; the differences are adjusted."
2295,Adjust,v. t.,"To bring to a true relative position, as the parts of an instrument; to regulate for use; as, to adjust a telescope or microscope."
2296,Adjustable,a.,Capable of being adjusted.
2297,Adjustage,n.,Adjustment.
2298,Adjuster,n.,"One who, or that which, adjusts."
2299,Adjustive,a.,Tending to adjust.
2300,Adjustment,n.,"The act of adjusting, or condition of being adjusted; act of bringing into proper relations; regulation."
2301,Adjustment,n.,"Settlement of claims; an equitable arrangement of conflicting claims, as in set-off, contribution, exoneration, subrogation, and marshaling."
2302,Adjustment,n.,"The operation of bringing all the parts of an instrument, as a microscope or telescope, into their proper relative position for use; the condition of being thus adjusted; as, to get a good adjustment; to be in or out of adjustment."
2303,Adjutage,n.,Same as Ajutage.
2304,Adjutancy,n.,The office of an adjutant.
2305,Adjutancy,n.,Skillful arrangement in aid; assistance.
2306,Adjutant,n.,A helper; an assistant.
2307,Adjutant,n.,"A regimental staff officer, who assists the colonel, or commanding officer of a garrison or regiment, in the details of regimental and garrison duty."
2308,Adjutant,n.,"A species of very large stork (Ciconia argala), a native of India; -- called also the gigantic crane, and by the native name argala. It is noted for its serpent-destroying habits."
2309,Adjutator,n.,A corruption of Agitator.
2310,Adjute,v. t.,To add.
2311,Adjutor,n.,A helper or assistant.
2312,Adjutory,a.,Serving to help or assist; helping.
2313,Adjutrix,n.,A female helper or assistant.
2314,Adjuvant,a.,Helping; helpful; assisting.
2315,Adjuvant,n.,An assistant.
2316,Adjuvant,n.,"An ingredient, in a prescription, which aids or modifies the action of the principal ingredient."
2317,Adlegation,n.,A right formerly claimed by the states of the German Empire of joining their own ministers with those of the emperor in public treaties and negotiations to the common interest of the empire.
2318,Ad libitum,,At one's pleasure; as one wishes.
2319,Adlocution,n.,See Allocution.
2320,Admarginate,v. t.,To write in the margin.
2321,Admaxillary,a.,Near to the maxilla or jawbone.
2322,Admeasure,v. t.,To measure.
2323,Admeasure,v. t.,"To determine the proper share of, or the proper apportionment; as, to admeasure dower; to admeasure common of pasture."
2324,Admeasure,v. t.,The measure of a thing; dimensions; size.
2325,Admeasure,v. t.,"Formerly, the adjustment of proportion, or ascertainment of shares, as of dower or pasture held in common. This was by writ of admeasurement, directed to the sheriff."
2326,Admeasurer,n.,One who admeasures.
2327,Admensuration,n.,Same as Admeasurement.
2328,Adminicle,n.,Help or support; an auxiliary.
2329,Adminicle,n.,Corroborative or explanatory proof.
2330,Adminicular,a.,"Supplying help; auxiliary; corroborative; explanatory; as, adminicular evidence."
2331,Adminiculary,a.,Adminicular.
2332,Administered,imp. & p. p.,of Administer
2333,Administering,p. pr. & vb. n.,of Administer
2334,Administer,v. t.,"To manage or conduct, as public affairs; to direct or superintend the execution, application, or conduct of; as, to administer the government or the state."
2335,Administer,v. t.,"To dispense; to serve out; to supply; execute; as, to administer relief, to administer the sacrament."
2336,Administer,v. t.,"To apply, as medicine or a remedy; to give, as a dose or something beneficial or suitable. Extended to a blow, a reproof, etc."
2337,Administer,v. t.,"To tender, as an oath."
2338,Administer,v. t.,"To settle, as the estate of one who dies without a will, or whose will fails of an executor."
2339,Administer,v. i.,To contribute; to bring aid or supplies; to conduce; to minister.
2340,Administer,v. i.,"To perform the office of administrator; to act officially; as, A administers upon the estate of B."
2341,Administer,n.,Administrator.
2342,Administerial,a.,"Pertaining to administration, or to the executive part of government."
2343,Administrable,a.,"Capable of being administered; as, an administrable law."
2344,Administrant,a.,Executive; acting; managing affairs.
2345,Administrant,n.,One who administers.
2346,Administrate,v. t.,To administer.
2347,Administration,n.,"The act of administering; government of public affairs; the service rendered, or duties assumed, in conducting affairs; the conducting of any office or employment; direction; management."
2348,Administration,n.,"The executive part of government; the persons collectively who are intrusted with the execution of laws and the superintendence of public affairs; the chief magistrate and his cabinet or council; or the council, or ministry, alone, as in Great Britain."
2349,Administration,n.,"The act of administering, or tendering something to another; dispensation; as, the administration of a medicine, of an oath, of justice, or of the sacrament."
2350,Administration,n.,"The management and disposal, under legal authority, of the estate of an intestate, or of a testator having no competent executor."
2351,Administration,n.,"The management of an estate of a deceased person by an executor, the strictly corresponding term execution not being in use."
2352,Administrative,a.,"Pertaining to administration; administering; executive; as, an administrative body, ability, or energy."
2353,Administrator,n.,"One who administers affairs; one who directs, manages, executes, or dispenses, whether in civil, judicial, political, or ecclesiastical affairs; a manager."
2354,Administrator,n.,"A man who manages or settles the estate of an intestate, or of a testator when there is no competent executor; one to whom the right of administration has been committed by competent authority."
2355,Administratorship,n.,The position or office of an administrator.
2356,Administratrix,n.,"A woman who administers; esp., one who administers the estate of an intestate, or to whom letters of administration have been granted; a female administrator."
2357,Admirability,n.,Admirableness.
2358,Admirable,a.,Fitted to excite wonder; wonderful; marvelous.
2359,Admirable,a.,Having qualities to excite wonder united with approbation; deserving the highest praise; most excellent; -- used of persons or things.
2360,Admirableness,n.,The quality of being admirable; wonderful excellence.
2361,Admirably,adv.,In an admirable manner.
2362,Admiral,n.,"A naval officer of the highest rank; a naval officer of high rank, of which there are different grades. The chief gradations in rank are admiral, vice admiral, and rear admiral. The admiral is the commander in chief of a fleet or of fleets."
2363,Admiral,n.,"The ship which carries the admiral; also, the most considerable ship of a fleet."
2364,Admiral,n.,A handsome butterfly (Pyrameis Atalanta) of Europe and America. The larva feeds on nettles.
2365,Admiralship,n.,"The office or position oaf an admiral; also, the naval skill of an admiral."
2366,Admiralties,pl. ,of Admiralty
2367,Admiralty,n.,The office or jurisdiction of an admiral.
2368,Admiralty,n.,The department or officers having authority over naval affairs generally.
2369,Admiralty,n.,The court which has jurisdiction of maritime questions and offenses.
2370,Admiralty,n.,The system of jurisprudence of admiralty courts.
2371,Admiralty,n.,"The building in which the lords of the admiralty, in England, transact business."
2372,Admirance,n.,Admiration.
2373,Admiration,n.,Wonder; astonishment.
2374,Admiration,n.,"Wonder mingled with approbation or delight; an emotion excited by a person or thing possessed of wonderful or high excellence; as, admiration of a beautiful woman, of a landscape, of virtue."
2375,Admiration,n.,"Cause of admiration; something to excite wonder, or pleased surprise; a prodigy."
2376,Admirative,a.,Relating to or expressing admiration or wonder.
2377,Admired,imp. & p. p.,of Admire
2378,Admiring,p. pr. & vb. n.,of Admire
2379,Admire,v. t.,To regard with wonder or astonishment; to view with surprise; to marvel at.
2380,Admire,v. t.,"To regard with wonder and delight; to look upon with an elevated feeling of pleasure, as something which calls out approbation, esteem, love, or reverence; to estimate or prize highly; as, to admire a person of high moral worth, to admire a landscape."
2381,Admire,v. i.,To wonder; to marvel; to be affected with surprise; -- sometimes with at.
2382,Admired,a.,"Regarded with wonder and delight; highly prized; as, an admired poem."
2383,Admired,a.,"Wonderful; also, admirable."
2384,Admirer,n.,One who admires; one who esteems or loves greatly.
2385,Admiring,a.,"Expressing admiration; as, an admiring glance."
2386,Admissibility,n.,"The quality of being admissible; admissibleness; as, the admissibility of evidence."
2387,Admissible,a.,"Entitled to be admitted, or worthy of being admitted; that may be allowed or conceded; allowable; as, the supposition is hardly admissible."
2388,Admission,n.,The act or practice of admitting.
2389,Admission,n.,Power or permission to enter; admittance; entrance; access; power to approach.
2390,Admission,n.,The granting of an argument or position not fully proved; the act of acknowledging something /serted; acknowledgment; concession.
2391,Admission,n.,"Acquiescence or concurrence in a statement made by another, and distinguishable from a confession in that an admission presupposes prior inquiry by another, but a confession may be made without such inquiry."
2392,Admission,n.,"A fact, point, or statement admitted; as, admission made out of court are received in evidence."
2393,Admission,n.,Declaration of the bishop that he approves of the presentee as a fit person to serve the cure of the church to which he is presented.
2394,Admissive,a.,Implying an admission; tending to admit.
2395,Admissory,a.,Pertaining to admission.
2396,Admitted,imp. & p. p.,of Admit
2397,Admitting,p. pr. & vb. n.,of Admit
2398,Admit,v. t.,"To suffer to enter; to grant entrance, whether into a place, or into the mind, or consideration; to receive; to take; as, they were into his house; to admit a serious thought into the mind; to admit evidence in the trial of a cause."
2399,Admit,v. t.,"To give a right of entrance; as, a ticket admits one into a playhouse."
2400,Admit,v. t.,"To allow (one) to enter on an office or to enjoy a privilege; to recognize as qualified for a franchise; as, to admit an attorney to practice law; the prisoner was admitted to bail."
2401,Admit,v. t.,"To concede as true; to acknowledge or assent to, as an allegation which it is impossible to deny; to own or confess; as, the argument or fact is admitted; he admitted his guilt."
2402,Admit,v. t.,"To be capable of; to permit; as, the words do not admit such a construction. In this sense, of may be used after the verb, or may be omitted."
2403,Admittable,a.,Admissible.
2404,Admittance,n.,The act of admitting.
2405,Admittance,n.,"Permission to enter; the power or right of entrance; also, actual entrance; reception."
2406,Admittance,n.,"Concession; admission; allowance; as, the admittance of an argument."
2407,Admittance,n.,Admissibility.
2408,Admittance,n.,The act of giving possession of a copyhold estate.
2409,Admittatur,n.,The certificate of admission given in some American colleges.
2410,Admitted,a.,Received as true or valid; acknowledged.
2411,Admittedly,adv.,Confessedly.
2412,Admitter,n.,One who admits.
2413,Admix,v. t.,To mingle with something else; to mix.
2414,Admixtion,n.,A mingling of different things; admixture.
2415,Admixture,n.,The act of mixing; mixture.
2416,Admixture,n.,The compound formed by mixing different substances together.
2417,Admixture,n.,That which is mixed with anything.
2418,Admonished,imp. & p. p.,of Admonish
2419,Admonishing,p. pr. & vb. n.,of Admonish
2420,Admonish,v. t.,"To warn or notify of a fault; to reprove gently or kindly, but seriously; to exhort."
2421,Admonish,v. t.,"To counsel against wrong practices; to cation or advise; to warn against danger or an offense; -- followed by of, against, or a subordinate clause."
2422,Admonish,v. t.,To instruct or direct; to inform; to notify.
2423,Admonisher,n.,One who admonishes.
2424,Admonishment,n.,Admonition.
2425,Admonition,n.,Gentle or friendly reproof; counseling against a fault or error; expression of authoritative advice; friendly caution or warning.
2426,Admonitioner,n.,Admonisher.
2427,Admonitive,a.,Admonitory.
2428,Admonitor,n.,Admonisher; monitor.
2429,Admonitorial,a.,Admonitory.
2430,Admonitory,a.,"That conveys admonition; warning or reproving; as, an admonitory glance."
2431,Admonitrix,n.,A female admonitor.
2432,Admortization,n.,The reducing or lands or tenements to mortmain. See Mortmain.
2433,Admove,v. t.,To move or conduct to or toward.
2434,Adnascent,a.,Growing to or on something else.
2435,Adnate,a.,Grown to congenitally.
2436,Adnate,a.,Growing together; -- said only of organic cohesion of unlike parts.
2437,Adnate,a.,Growing with one side adherent to a stem; -- a term applied to the lateral zooids of corals and other compound animals.
2438,Adnation,n.,The adhesion or cohesion of different floral verticils or sets of organs.
2439,Adnominal,a.,Pertaining to an adnoun; adjectival; attached to a noun.
2440,Adnoun,n.,"An adjective, or attribute."
2441,Adnubilated,a.,Clouded; obscured.
2442,Ado,n.,"To do; in doing; as, there is nothing ado."
2443,Ado,n.,"Doing; trouble; difficulty; troublesome business; fuss; bustle; as, to make a great ado about trifles."
2444,Adobe,n.,"An unburnt brick dried in the sun; also used as an adjective, as, an adobe house, in Texas or New Mexico."
2445,Adolescence,n.,"The state of growing up from childhood to manhood or womanhood; youth, or the period of life between puberty and maturity, generally considered to be, in the male sex, from fourteen to twenty-one. Sometimes used with reference to the lower animals."
2446,Adolescency,n.,The quality of being adolescent; youthfulness.
2447,Adolescent,a.,Growing; advancing from childhood to maturity.
2448,Adolescent,n.,A youth.
2449,Adonean,a.,Pertaining to Adonis; Adonic.
2450,Adonic,a.,"Relating to Adonis, famed for his beauty."
2451,Adonic,n.,An Adonic verse.
2452,Adonis,n.,A youth beloved by Venus for his beauty. He was killed in the chase by a wild boar.
2453,Adonis,n.,A preeminently beautiful young man; a dandy.
2454,Adonis,n.,"A genus of plants of the family Ranunculaceae, containing the pheasant's eye (Adonis autumnalis); -- named from Adonis, whose blood was fabled to have stained the flower."
2455,Adonist,n.,"One who maintains that points of the Hebrew word translated ""Jehovah"" are really the vowel points of the word ""Adonai."" See Jehovist."
2456,Adonize,v. t.,To beautify; to dandify.
2457,Adoor,,Alt. of Adoors
2458,Adoors,,"At the door; of the door; as, out adoors."
2459,Adopted,imp. & p. p.,of Adopt
2460,Adopting,p. pr. & vb. n.,of Adopt
2461,Adopt,v. t.,"To take by choice into relationship, as, child, heir, friend, citizen, etc.; esp. to take voluntarily (a child of other parents) to be in the place of, or as, one's own child."
2462,Adopt,v. t.,"To take or receive as one's own what is not so naturally; to select and take or approve; as, to adopt the view or policy of another; these resolutions were adopted."
2463,Adoptable,a.,Capable of being adopted.
2464,Adopted,a.,"Taken by adoption; taken up as one's own; as, an adopted son, citizen, country, word."
2465,Adopter,n.,One who adopts.
2466,Adopter,n.,"A receiver, with two necks, opposite to each other, one of which admits the neck of a retort, and the other is joined to another receiver. It is used in distillations, to give more space to elastic vapors, to increase the length of the neck of a retort, or to unite two vessels whose openings have different diameters."
2467,Adoption,n.,"The act of adopting, or state of being adopted; voluntary acceptance of a child of other parents to be the same as one's own child."
2468,Adoption,n.,"Admission to a more intimate relation; reception; as, the adoption of persons into hospitals or monasteries, or of one society into another."
2469,Adoption,n.,"The choosing and making that to be one's own which originally was not so; acceptance; as, the adoption of opinions."
2470,Adoptionist,n.,One of a sect which maintained that Christ was the Son of God not by nature but by adoption.
2471,Adoptious,a.,Adopted.
2472,Adoptive,a.,"Pertaining to adoption; made or acquired by adoption; fitted to adopt; as, an adoptive father, an child; an adoptive language."
2473,Adorability,n.,Adorableness.
2474,Adorable,a.,Deserving to be adored; worthy of divine honors.
2475,Adorable,a.,Worthy of the utmost love or respect.
2476,Adorableness,n.,"The quality of being adorable, or worthy of adoration."
2477,Adorably,adv.,In an adorable manner.
2478,Adoration,n.,The act of playing honor to a divine being; the worship paid to God; the act of addressing as a god.
2479,Adoration,n.,Homage paid to one in high esteem; profound veneration; intense regard and love; fervent devotion.
2480,Adoration,n.,A method of electing a pope by the expression of homage from two thirds of the conclave.
2481,Adoring,imp. & p. p. Adored (/); p. pr. & vb. n.,of Adore
2482,Adore,v. t.,To worship with profound reverence; to pay divine honors to; to honor as deity or as divine.
2483,Adore,v. t.,To love in the highest degree; to regard with the utmost esteem and affection; to idolize.
2484,Adore,v. t.,To adorn.
2485,Adorement,n.,The act of adoring; adoration.
2486,Adorer,n.,One who adores; a worshiper; one who admires or loves greatly; an ardent admirer.
2487,Adoringly,adv.,With adoration.
2488,Adorned,imp. & p. p.,of Adorn
2489,Adorning,p. pr. & vb. n.,of Adorn
2490,Adorn,v. t.,To deck or dress with ornaments; to embellish; to set off to advantage; to render pleasing or attractive.
2491,Adorn,n.,Adornment.
2492,Adorn,a.,Adorned; decorated.
2493,Adornation,n.,Adornment.
2494,Adorner,n.,"He who, or that which, adorns; a beautifier."
2495,Adorningly,adv.,By adorning; decoratively.
2496,Adornment,n.,An adorning; an ornament; a decoration.
2497,Adosculation,n.,"Impregnation by external contact, without intromission."
2498,Adown,adv.,"From a higher to a lower situation; downward; down, to or on the ground."
2499,Adown,prep.,Down.
2500,Adpress,v. t.,See Appressed.
2501,Adrad,p. a.,Put in dread; afraid.
2502,Adragant,n.,Gum tragacanth.
2503,Adread,v. t. & i.,To dread.
2504,Adreamed,p. p.,"Visited by a dream; -- used in the phrase, To be adreamed, to dream."
2505,Adrenal,a.,Suprarenal.
2506,Adrian,a.,"Pertaining to the Adriatic Sea; as, Adrian billows."
2507,Adriatic,a.,"Of or pertaining to a sea so named, the northwestern part of which is known as the Gulf of Venice."
2508,Adrift,adv. & a.,Floating at random; in a drifting condition; at the mercy of wind and waves. Also fig.
2509,Adrip,adv. & a.,"In a dripping state; as, leaves all adrip."
2510,Adrogate,v. t.,To adopt (a person who is his own master).
2511,Adrogation,n.,A kind of adoption in ancient Rome. See Arrogation.
2512,Adroit,a.,"Dexterous in the use of the hands or in the exercise of the mental faculties; exhibiting skill and readiness in avoiding danger or escaping difficulty; ready in invention or execution; -- applied to persons and to acts; as, an adroit mechanic, an adroit reply."
2513,Adroitly,adv.,In an adroit manner.
2514,Adroitness,n.,The quality of being adroit; skill and readiness; dexterity.
2515,Adry,a.,In a dry or thirsty condition.
2516,Adscititious,a.,Supplemental; additional; adventitious; ascititious.
2517,Adscript,a.,Held to service as attached to the soil; -- said of feudal serfs.
2518,Adscript,n.,One held to service as attached to the glebe or estate; a feudal serf.
2519,Adscriptive,a.,Attached or annexed to the glebe or estate and transferable with it.
2520,Adsignification,n.,Additional signification.
2521,Adsignify,v. t.,To denote additionally.
2522,Adstrict,n.,"See Astrict, and Astriction."
2523,Adstrictory,a.,See Astrictory.
2524,Adstringent,a.,See Astringent.
2525,Adularia,n.,"A transparent or translucent variety of common feldspar, or orthoclase, which often shows pearly opalescent reflections; -- called by lapidaries moonstone."
2526,Adulate,v. t.,To flatter in a servile way.
2527,Adulation,n.,"Servile flattery; praise in excess, or beyond what is merited."
2528,Adulator,n.,A servile or hypocritical flatterer.
2529,Adulatory,a.,"Containing excessive praise or compliment; servilely praising; flattering; as, an adulatory address."
2530,Adulatress,n.,A woman who flatters with servility.
2531,Adult,a.,"Having arrived at maturity, or to full size and strength; matured; as, an adult person or plant; an adult ape; an adult age."
2532,Adult,n.,"A person, animal, or plant grown to full size and strength; one who has reached maturity."
2533,Adulter,v. i.,To commit adultery; to pollute.
2534,Adulterant,n.,That which is used to adulterate anything.
2535,Adulterant,a.,"Adulterating; as, adulterant agents and processes."
2536,Adulterated,imp. & p. p.,of Adulterate
2537,Adulterating,p. pr. & vb. n.,of Adulterate
2538,Adulterate,v. t.,To defile by adultery.
2539,Adulterate,v. t.,"To corrupt, debase, or make impure by an admixture of a foreign or a baser substance; as, to adulterate food, drink, drugs, coin, etc."
2540,Adulterate,v. i.,To commit adultery.
2541,Adulterate,a.,Tainted with adultery.
2542,Adulterate,a.,Debased by the admixture of a foreign substance; adulterated; spurious.
2543,Adulteration,n.,"The act of adulterating; corruption, or debasement (esp. of food or drink) by foreign mixture."
2544,Adulteration,n.,An adulterated state or product.
